"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008210","BP","GO:0008210","estrogen metabolic process","1/34","23/29008",0.0266233125634837,0.146593991522131,0.106759737640723,"Tiparp",1
"GO:0021535","BP","GO:0021535","cell migration in hindbrain","1/34","23/29008",0.0266233125634837,0.146593991522131,0.106759737640723,"Ulk1",1
"GO:0031998","BP","GO:0031998","regulation of fatty acid beta-oxidation","1/34","23/29008",0.0266233125634837,0.146593991522131,0.106759737640723,"Plin5",1
"GO:0032740","BP","GO:0032740","positive regulation of interleukin-17 production","1/34","23/29008",0.0266233125634837,0.146593991522131,0.106759737640723,"Arid5a",1
"GO:0033630","BP","GO:0033630","positive regulation of cell adhesion mediated by integrin","1/34","23/29008",0.0266233125634837,0.146593991522131,0.106759737640723,"Tgfb2",1
"GO:0035357","BP","GO:0035357","peroxisome proliferator activated receptor signaling pathway","1/34","23/29008",0.0266233125634837,0.146593991522131,0.106759737640723,"Plin5",1
"GO:0051043","BP","GO:0051043","regulation of membrane protein ectodomain proteolysis","1/34","23/29008",0.0266233125634837,0.146593991522131,0.106759737640723,"Adra2a",1
"GO:0071577","BP","GO:0071577","zinc ion transmembrane transport","1/34","23/29008",0.0266233125634837,0.146593991522131,0.106759737640723,"Slc39a3",1
"GO:1900016","BP","GO:1900016","negative regulation of cytokine production involved in inflammatory response","1/34","23/29008",0.0266233125634837,0.146593991522131,0.106759737640723,"Chid1",1
"GO:0045732","BP","GO:0045732","positive regulation of protein catabolic process","2/34","221/29008",0.0276246869136396,0.146593991522131,0.106759737640723,"Tiparp/Adra2a",2
"GO:0003181","BP","GO:0003181","atrioventricular valve morphogenesis","1/34","24/29008",0.0277651033991867,0.146593991522131,0.106759737640723,"Tgfb2",1
"GO:0003283","BP","GO:0003283","atrial septum development","1/34","24/29008",0.0277651033991867,0.146593991522131,0.106759737640723,"Tgfb2",1
"GO:0008209","BP","GO:0008209","androgen metabolic process","1/34","24/29008",0.0277651033991867,0.146593991522131,0.106759737640723,"Tiparp",1
"GO:0010866","BP","GO:0010866","regulation of triglyceride biosynthetic process","1/34","24/29008",0.0277651033991867,0.146593991522131,0.106759737640723,"Plin5",1
"GO:0015732","BP","GO:0015732","prostaglandin transport","1/34","24/29008",0.0277651033991867,0.146593991522131,0.106759737640723,"Slco3a1",1
"GO:0035743","BP","GO:0035743","CD4-positive, alpha-beta T cell cytokine production","1/34","24/29008",0.0277651033991867,0.146593991522131,0.106759737640723,"Arid5a",1
"GO:0048670","BP","GO:0048670","regulation of collateral sprouting","1/34","24/29008",0.0277651033991867,0.146593991522131,0.106759737640723,"Ulk1",1
"GO:2000738","BP","GO:2000738","positive regulation of stem cell differentiation","1/34","24/29008",0.0277651033991867,0.146593991522131,0.106759737640723,"Tgfb2",1
"GO:0002719","BP","GO:0002719","negative regulation of cytokine production involved in immune response","1/34","25/29008",0.0289055942384225,0.147274002644763,0.107254968095199,"Tgfb2",1
"GO:0002726","BP","GO:0002726","positive regulation of T cell cytokine production","1/34","25/29008",0.0289055942384225,0.147274002644763,0.107254968095199,"Arid5a",1
"GO:0010884","BP","GO:0010884","positive regulation of lipid storage","1/34","25/29008",0.0289055942384225,0.147274002644763,0.107254968095199,"Plin5",1
"GO:0018904","BP","GO:0018904","ether metabolic process","1/34","25/29008",0.0289055942384225,0.147274002644763,0.107254968095199,"Far1",1
"GO:0034389","BP","GO:0034389","lipid droplet organization","1/34","25/29008",0.0289055942384225,0.147274002644763,0.107254968095199,"Plin5",1
"GO:0098743","BP","GO:0098743","cell aggregation","1/34","25/29008",0.0289055942384225,0.147274002644763,0.107254968095199,"Tgfb2",1
"GO:1903306","BP","GO:1903306","negative regulation of regulated secretory pathway","1/34","25/29008",0.0289055942384225,0.147274002644763,0.107254968095199,"Adra2a",1
"GO:0009713","BP","GO:0009713","catechol-containing compound biosynthetic process","1/34","26/29008",0.0300447865165131,0.148619599321975,0.108234923322135,"Tgfb2",1
"GO:0042423","BP","GO:0042423","catecholamine biosynthetic process","1/34","26/29008",0.0300447865165131,0.148619599321975,0.108234923322135,"Tgfb2",1
"GO:0060065","BP","GO:0060065","uterus development","1/34","26/29008",0.0300447865165131,0.148619599321975,0.108234923322135,"Tgfb2",1
"GO:0071880","BP","GO:0071880","adenylate cyclase-activating adrenergic receptor signaling pathway","1/34","26/29008",0.0300447865165131,0.148619599321975,0.108234923322135,"Adra2a",1
"GO:1903055","BP","GO:1903055","positive regulation of extracellular matrix organization","1/34","26/29008",0.0300447865165131,0.148619599321975,0.108234923322135,"Tgfb2",1
"GO:2000316","BP","GO:2000316","regulation of T-helper 17 type immune response","1/34","26/29008",0.0300447865165131,0.148619599321975,0.108234923322135,"Arid5a",1
"GO:0051056","BP","GO:0051056","regulation of small GTPase mediated signal transduction","2/34","233/29008",0.0304474660848815,0.149019654154003,0.108526270521742,"Tgfb2/Lztr1",2
"GO:0060047","BP","GO:0060047","heart contraction","2/34","235/29008",0.030928730586895,0.149019654154003,0.108526270521742,"Tgfb2/Scn3b",2
"GO:0030204","BP","GO:0030204","chondroitin sulfate metabolic process","1/34","27/29008",0.0311826816672423,0.149019654154003,0.108526270521742,"Csgalnact1",1
"GO:0051443","BP","GO:0051443","positive regulation of ubiquitin-protein transferase activity","1/34","27/29008",0.0311826816672423,0.149019654154003,0.108526270521742,"Dcun1d4",1
"GO:0062009","BP","GO:0062009","secondary palate development","1/34","27/29008",0.0311826816672423,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0086019","BP","GO:0086019","cell-cell signaling involved in cardiac conduction","1/34","27/29008",0.0311826816672423,0.149019654154003,0.108526270521742,"Scn3b",1
"GO:0003171","BP","GO:0003171","atrioventricular valve development","1/34","28/29008",0.032319281122862,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0003272","BP","GO:0003272","endocardial cushion formation","1/34","28/29008",0.032319281122862,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0007176","BP","GO:0007176","regulation of epidermal growth factor-activated receptor activity","1/34","28/29008",0.032319281122862,0.149019654154003,0.108526270521742,"Adra2a",1
"GO:0032148","BP","GO:0032148","activation of protein kinase B activity","1/34","28/29008",0.032319281122862,0.149019654154003,0.108526270521742,"Adra2a",1
"GO:0048820","BP","GO:0048820","hair follicle maturation","1/34","28/29008",0.032319281122862,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0086005","BP","GO:0086005","ventricular cardiac muscle cell action potential","1/34","28/29008",0.032319281122862,0.149019654154003,0.108526270521742,"Scn3b",1
"GO:1904706","BP","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","1/34","28/29008",0.032319281122862,0.149019654154003,0.108526270521742,"Gna12",1
"GO:0003015","BP","GO:0003015","heart process","2/34","245/29008",0.0333803812670041,0.149019654154003,0.108526270521742,"Tgfb2/Scn3b",2
"GO:0003148","BP","GO:0003148","outflow tract septum morphogenesis","1/34","29/29008",0.0334545863140916,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0048745","BP","GO:0048745","smooth muscle tissue development","1/34","29/29008",0.0334545863140916,0.149019654154003,0.108526270521742,"Tiparp",1
"GO:0010460","BP","GO:0010460","positive regulation of heart rate","1/34","30/29008",0.0345885986701189,0.149019654154003,0.108526270521742,"Scn3b",1
"GO:0014912","BP","GO:0014912","negative regulation of smooth muscle cell migration","1/34","30/29008",0.0345885986701189,0.149019654154003,0.108526270521742,"Gna12",1
"GO:0045932","BP","GO:0045932","negative regulation of muscle contraction","1/34","30/29008",0.0345885986701189,0.149019654154003,0.108526270521742,"Adra2a",1
"GO:0050951","BP","GO:0050951","sensory perception of temperature stimulus","1/34","30/29008",0.0345885986701189,0.149019654154003,0.108526270521742,"Adra2a",1
"GO:0061082","BP","GO:0061082","myeloid leukocyte cytokine production","1/34","30/29008",0.0345885986701189,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0090208","BP","GO:0090208","positive regulation of triglyceride metabolic process","1/34","30/29008",0.0345885986701189,0.149019654154003,0.108526270521742,"Plin5",1
"GO:1904752","BP","GO:1904752","regulation of vascular associated smooth muscle cell migration","1/34","30/29008",0.0345885986701189,0.149019654154003,0.108526270521742,"Gna12",1
"GO:1905207","BP","GO:1905207","regulation of cardiocyte differentiation","1/34","30/29008",0.0345885986701189,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0006260","BP","GO:0006260","DNA replication","2/34","253/29008",0.0353951454912056,0.149019654154003,0.108526270521742,"Dach1/Adra2a",2
"GO:0000423","BP","GO:0000423","mitophagy","1/34","31/29008",0.0357213196186045,0.149019654154003,0.108526270521742,"Ulk1",1
"GO:0002825","BP","GO:0002825","regulation of T-helper 1 type immune response","1/34","31/29008",0.0357213196186045,0.149019654154003,0.108526270521742,"Arid5a",1
"GO:0006829","BP","GO:0006829","zinc ion transport","1/34","31/29008",0.0357213196186045,0.149019654154003,0.108526270521742,"Slc39a3",1
"GO:0019433","BP","GO:0019433","triglyceride catabolic process","1/34","31/29008",0.0357213196186045,0.149019654154003,0.108526270521742,"Plin5",1
"GO:0021533","BP","GO:0021533","cell differentiation in hindbrain","1/34","31/29008",0.0357213196186045,0.149019654154003,0.108526270521742,"Ulk1",1
"GO:0035066","BP","GO:0035066","positive regulation of histone acetylation","1/34","31/29008",0.0357213196186045,0.149019654154003,0.108526270521742,"Arid5a",1
"GO:0042634","BP","GO:0042634","regulation of hair cycle","1/34","31/29008",0.0357213196186045,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0045922","BP","GO:0045922","negative regulation of fatty acid metabolic process","1/34","31/29008",0.0357213196186045,0.149019654154003,0.108526270521742,"Plin5",1
"GO:0060037","BP","GO:0060037","pharyngeal system development","1/34","31/29008",0.0357213196186045,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0060317","BP","GO:0060317","cardiac epithelial to mesenchymal transition","1/34","31/29008",0.0357213196186045,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0061037","BP","GO:0061037","negative regulation of cartilage development","1/34","31/29008",0.0357213196186045,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0086010","BP","GO:0086010","membrane depolarization during action potential","1/34","31/29008",0.0357213196186045,0.149019654154003,0.108526270521742,"Scn3b",1
"GO:0033002","BP","GO:0033002","muscle cell proliferation","2/34","255/29008",0.0359061285502571,0.149019654154003,0.108526270521742,"Tgfb2/Gna12",2
"GO:0009225","BP","GO:0009225","nucleotide-sugar metabolic process","1/34","32/29008",0.0368527505856808,0.149019654154003,0.108526270521742,"Csgalnact1",1
"GO:0045616","BP","GO:0045616","regulation of keratinocyte differentiation","1/34","32/29008",0.0368527505856808,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0045742","BP","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","1/34","32/29008",0.0368527505856808,0.149019654154003,0.108526270521742,"Adra2a",1
"GO:0048011","BP","GO:0048011","neurotrophin TRK receptor signaling pathway","1/34","32/29008",0.0368527505856808,0.149019654154003,0.108526270521742,"Ulk1",1
"GO:0048668","BP","GO:0048668","collateral sprouting","1/34","32/29008",0.0368527505856808,0.149019654154003,0.108526270521742,"Ulk1",1
"GO:0060561","BP","GO:0060561","apoptotic process involved in morphogenesis","1/34","32/29008",0.0368527505856808,0.149019654154003,0.108526270521742,"Tgfb2",1
"GO:0071875","BP","GO:0071875","adrenergic receptor signaling pathway","1/34","32/29008",0.0368527505856808,0.149019654154003,0.108526270521742,"Adra2a",1
"GO:1904738","BP","GO:1904738","vascular associated smooth muscle cell migration","1/34","32/29008",0.0368527505856808,0.149019654154003,0.108526270521742,"Gna12",1
"GO:0021697","BP","GO:0021697","cerebellar cortex formation","1/34","33/29008",0.0379828929959546,0.15039574147051,0.109528431110696,"Ulk1",1
"GO:0033260","BP","GO:0033260","nuclear DNA replication","1/34","33/29008",0.0379828929959546,0.15039574147051,0.109528431110696,"Dach1",1
"GO:0050996","BP","GO:0050996","positive regulation of lipid catabolic process","1/34","33/29008",0.0379828929959546,0.15039574147051,0.109528431110696,"Plin5",1
"GO:1905314","BP","GO:1905314","semi-lunar valve development","1/34","33/29008",0.0379828929959546,0.15039574147051,0.109528431110696,"Tgfb2",1
"GO:2000108","BP","GO:2000108","positive regulation of leukocyte apoptotic process","1/34","33/29008",0.0379828929959546,0.15039574147051,0.109528431110696,"Tgfb2",1
"GO:0045926","BP","GO:0045926","negative regulation of growth","2/34","266/29008",0.038767704642032,0.15039574147051,0.109528431110696,"Ulk1/Tgfb2",2
"GO:0001958","BP","GO:0001958","endochondral ossification","1/34","34/29008",0.0391117482725075,0.15039574147051,0.109528431110696,"Csgalnact1",1
"GO:0010719","BP","GO:0010719","negative regulation of epithelial to mesenchymal transition","1/34","34/29008",0.0391117482725075,0.15039574147051,0.109528431110696,"Tgfb2",1
"GO:0036075","BP","GO:0036075","replacement ossification","1/34","34/29008",0.0391117482725075,0.15039574147051,0.109528431110696,"Csgalnact1",1
"GO:0045920","BP","GO:0045920","negative regulation of exocytosis","1/34","34/29008",0.0391117482725075,0.15039574147051,0.109528431110696,"Adra2a",1
"GO:0050654","BP","GO:0050654","chondroitin sulfate proteoglycan metabolic process","1/34","34/29008",0.0391117482725075,0.15039574147051,0.109528431110696,"Csgalnact1",1
"GO:0055075","BP","GO:0055075","potassium ion homeostasis","1/34","34/29008",0.0391117482725075,0.15039574147051,0.109528431110696,"Kctd7",1
"GO:1901186","BP","GO:1901186","positive regulation of ERBB signaling pathway","1/34","34/29008",0.0391117482725075,0.15039574147051,0.109528431110696,"Adra2a",1
"GO:0003209","BP","GO:0003209","cardiac atrium morphogenesis","1/34","35/29008",0.0402393178369016,0.152430724445363,0.111010444433636,"Tgfb2",1
"GO:0006471","BP","GO:0006471","protein ADP-ribosylation","1/34","35/29008",0.0402393178369016,0.152430724445363,0.111010444433636,"Tiparp",1
"GO:0048147","BP","GO:0048147","negative regulation of fibroblast proliferation","1/34","35/29008",0.0402393178369016,0.152430724445363,0.111010444433636,"Dach1",1
"GO:2000785","BP","GO:2000785","regulation of autophagosome assembly","1/34","35/29008",0.0402393178369016,0.152430724445363,0.111010444433636,"Ulk1",1
"GO:0006650","BP","GO:0006650","glycerophospholipid metabolic process","2/34","273/29008",0.0406329907184858,0.15335191682273,0.111681319518645,"Pcyt1b/Far1",2
"GO:0003203","BP","GO:0003203","endocardial cushion morphogenesis","1/34","36/29008",0.0413656031091739,0.154085149510652,0.112215309544971,"Tgfb2",1
"GO:0022617","BP","GO:0022617","extracellular matrix disassembly","1/34","36/29008",0.0413656031091739,0.154085149510652,0.112215309544971,"Tgfb2",1
"GO:0002724","BP","GO:0002724","regulation of T cell cytokine production","1/34","37/29008",0.0424906055078441,0.154085149510652,0.112215309544971,"Arid5a",1
"GO:0009069","BP","GO:0009069","serine family amino acid metabolic process","1/34","37/29008",0.0424906055078441,0.154085149510652,0.112215309544971,"Srr",1
"GO:0010923","BP","GO:0010923","negative regulation of phosphatase activity","1/34","37/29008",0.0424906055078441,0.154085149510652,0.112215309544971,"Tgfb2",1
"GO:0031069","BP","GO:0031069","hair follicle morphogenesis","1/34","37/29008",0.0424906055078441,0.154085149510652,0.112215309544971,"Tgfb2",1
"GO:0034314","BP","GO:0034314","Arp2/3 complex-mediated actin nucleation","1/34","37/29008",0.0424906055078441,0.154085149510652,0.112215309544971,"Arpc1b",1
"GO:0035909","BP","GO:0035909","aorta morphogenesis","1/34","37/29008",0.0424906055078441,0.154085149510652,0.112215309544971,"Tgfb2",1
"GO:0061384","BP","GO:0061384","heart trabecula morphogenesis","1/34","37/29008",0.0424906055078441,0.154085149510652,0.112215309544971,"Tgfb2",1
"GO:0086091","BP","GO:0086091","regulation of heart rate by cardiac conduction","1/34","37/29008",0.0424906055078441,0.154085149510652,0.112215309544971,"Scn3b",1
